di_bias_mean,di_bias_sd,di_coverage,dn_bias_mean,dn_bias_sd,dn_coverage,topic_id,endpoint
0.1865867988948769,0.009391137934238146,0.0,0.06749455318218116,0.00285032144450342,1.0,T01,E1
0.18786597937533275,0.006400496417280629,0.0,0.06745813537517133,0.003652837744882668,1.0,T01,E2
0.18799393364147673,0.0025244473058821885,0.0,0.06793245147063573,0.0007458562257723199,1.0,T01,E3
0.1576308930291443,0.024356630225744868,0.98,0.05220149678466645,0.007600098198254438,1.0,T02,E1
0.15163981031510695,0.02748572074401241,0.98,0.04968828078705037,0.010490422392905829,1.0,T02,E2
0.16454190496601787,0.011981326581165606,0.98,0.05683263628697292,0.004705920820812683,1.0,T02,E3
0.13727717009997742,0.0363753747797239,0.98,0.04237049068922585,0.009358272836998669,1.0,T03,E1
0.1367367049292974,0.052017854749290354,0.94,0.044610322775576,0.0203232722784838,1.0,T03,E2
0.14184568185705843,0.017982571380112566,1.0,0.04725825289913885,0.005136437156939289,1.0,T03,E3
0.15548824850152207,0.0138429065717597,1.0,0.052078698342043435,0.006658242063031847,1.0,T04,E1
0.1450136008581324,0.0260755841793624,0.98,0.04888098667375454,0.01984415100206173,0.98,T04,E2
0.13467487102657974,0.017696598790995242,1.0,0.04224334035046591,0.006168446654857219,1.0,T04,E3
0.11877080674704066,0.01723824793650321,1.0,0.053293861949777546,0.006841866211323769,1.0,T05,E1
0.11163460013033687,0.03627131813272848,1.0,0.050664922218099984,0.010475595856668912,1.0,T05,E2
0.12409121157525166,0.017007288364701955,1.0,0.05676600829355683,0.004408345808013932,1.0,T05,E3
0.1474780459630291,0.004664289832591043,1.0,0.048302669551367854,0.002863669110081818,1.0,T06,E1
0.14840828583504787,0.01163584939817353,1.0,0.048952243467270444,0.003958096105644864,1.0,T06,E2
0.15863325937307185,0.0056984198205356495,1.0,0.05328427784896342,0.0023176265371740766,1.0,T06,E3
0.1551451709603452,0.020033569289381225,1.0,0.05069002468634859,0.00866013007863577,1.0,T07,E1
0.15198920714014233,0.021777311490039693,1.0,0.05099500974207767,0.009102622055874136,1.0,T07,E2
0.163269706182123,0.02082885861871754,0.96,0.056351312293603746,0.0067368760812611065,1.0,T07,E3
0.0739245472310882,0.024735819658798213,1.0,0.008676432690296013,0.012166684415568457,1.0,T08,E1
0.06040519059502659,0.04505909792165564,1.0,0.006996310931004671,0.023422695542013205,1.0,T08,E2
0.11384949051328841,0.02647860753954323,1.0,0.03190015073786432,0.015849767091839856,1.0,T08,E3
0.14386651637744227,0.04349099510344943,0.96,0.048205460568311376,0.020632265173779987,1.0,T09,E1
0.15382128765167702,0.08794151834513021,0.8,0.0476509484775773,0.036017654809466663,0.98,T09,E2
0.16247093964703382,0.0313523680012711,0.94,0.05560784481247429,0.012396805793808962,1.0,T09,E3
0.1637946554722311,0.017689557194633238,1.0,0.062436254651821795,0.025079082770910567,1.0,T10,E1
0.16291307019570517,0.015771378157221072,1.0,0.06062960139266708,0.023139403869149675,1.0,T10,E2
0.17499140643171704,0.021263167736410505,1.0,0.07006385585774287,0.028383201754300466,1.0,T10,E3
0.15488605255485066,0.012260226686068364,1.0,0.05307695425471668,0.006850846964639287,1.0,T11,E1
0.1469719638863077,0.025815302675802846,1.0,0.04818270328627417,0.011712928734456727,1.0,T11,E2
0.1645540290606933,0.017885588677003742,0.94,0.05722384343473577,0.006452198746649694,1.0,T11,E3
0.1430511645332327,0.02484359699506447,0.98,0.04545739623836944,0.010182927490075393,1.0,T12,E1
0.1450448622094296,0.024257905613771485,1.0,0.04661667527930606,0.009210504604148148,1.0,T12,E2
0.1534744460317696,0.014706947489403212,1.0,0.05224270850778562,0.005767668199868017,1.0,T12,E3
